1e-05, 0.0192908, 0.320076, -0.234994, 1.58005, -2.51094, 1.15914, -1.58334, -2.52638, -1.17801, 
2e-05, 0.0192908, 0.320076, -0.234994, 1.58005, -2.51094, 1.15914, -1.58334, -2.52638, -1.17801, 
3e-05, 0.0192908, 0.320076, -0.234994, 1.58005, -2.51094, 1.15914, -1.58334, -2.52638, -1.17801, 
4e-05, 0.0192908, 0.320076, -0.234994, 1.58005, -2.51094, 1.15914, -1.58334, -2.52638, -1.17801, 
5e-05, 0.0192908, 0.320076, -0.234994, 1.58005, -2.51094, 1.15914, -1.58334, -2.52638, -1.17801, 
6e-05, 0.0192908, 0.320076, -0.234994, 1.58005, -2.51094, 1.15914, -1.58334, -2.52638, -1.17801, 
7e-05, 0.0192908, 0.320076, -0.234994, 1.58005, -2.51094, 1.15914, -1.58334, -2.52638, -1.17801, 
8e-05, 0.0192908, 0.320076, -0.234994, 1.58005, -2.51094, 1.15914, -1.58334, -2.52638, -1.17801, 
9e-05, 0.0192908, 0.320076, -0.234994, 1.58005, -2.51094, 1.15914, -1.58334, -2.52638, -1.17801, 
0.0001, 0.0192908, 0.320076, -0.234994, 1.58005, -2.51094, 1.15914, -1.58334, -2.52638, -1.17801, 
0.00011, 0.0192908, 0.320076, -0.234994, 1.58005, -2.51094, 1.15914, -1.58334, -2.52638, -1.17801, 
0.00012, 0.0192908, 0.320076, -0.234994, 1.58005, -2.51094, 1.15914, -1.58334, -2.52638, -1.17801, 
0.00013, 0.0192908, 0.320076, -0.234994, 1.58005, -2.51094, 1.15914, -1.58334, -2.52638, -1.17801, 
0.00014, 0.0192908, 0.320076, -0.234994, 1.58005, -2.51094, 1.15914, -1.58334, -2.52638, -1.17801, 
0.00015, 0.0192908, 0.320076, -0.234994, 1.58005, -2.51094, 1.15914, -1.58334, -2.52638, -1.17801, 
0.00016, 0.0192908, 0.320076, -0.234994, 1.58005, -2.51094, 1.15914, -1.58334, -2.52638, -1.17801, 
0.00017, 0.0192908, 0.320076, -0.234994, 1.58005, -2.51094, 1.15914, -1.58334, -2.52638, -1.17801, 
0.00018, 0.0192908, 0.320076, -0.234994, 1.58005, -2.51094, 1.15914, -1.58334, -2.52638, -1.17801, 
0.00019, 0.0192908, 0.320076, -0.234994, 1.58005, -2.51094, 1.15914, -1.58334, -2.52638, -1.17801, 
0.0002, 0.0192908, 0.320076, -0.234994, 1.58005, -2.51094, 1.15914, -1.58334, -2.52638, -1.17801, 
0.00021, 0.0192908, 0.320076, -0.234994, 1.58005, -2.51094, 1.15914, -1.58333, -2.52638, -1.17801, 
0.00022, 0.0192908, 0.320076, -0.234994, 1.58005, -2.51094, 1.15914, -1.58333, -2.52638, -1.17801, 
0.00023, 0.0192908, 0.320076, -0.234994, 1.58005, -2.51094, 1.15914, -1.58333, -2.52638, -1.17801, 
0.00024, 0.0192908, 0.320076, -0.234994, 1.58005, -2.51094, 1.15914, -1.58333, -2.52638, -1.17801, 
