0.000000, -1.500000, 1.096069, 3.141593, 0.372158, 1.033362, 0.165276
0.009901, -1.470297, 1.125404, 3.110488, 0.343232, 1.047526, 0.148933
0.019802, -1.440594, 1.159922, 3.079383, 0.316388, 1.052815, 0.139384
0.029703, -1.410891, 1.198893, 3.048278, 0.291818, 1.049783, 0.135880
0.039604, -1.381188, 1.241444, 3.017173, 0.269725, 1.039101, 0.137551
0.049505, -1.351485, 1.286588, 2.986068, 0.250248, 1.021614, 0.143410
0.059406, -1.321782, 1.333252, 2.954963, 0.233410, 0.998394, 0.152363
0.069307, -1.292079, 1.380315, 2.923859, 0.219060, 0.970778, 0.163225
0.079208, -1.262376, 1.426640, 2.892754, 0.206838, 0.940393, 0.174726
0.089109, -1.232673, 1.471107, 2.861649, 0.196156, 0.909175, 0.185522
0.099010, -1.202970, 1.512657, 2.830544, 0.186192, 0.879347, 0.194208
0.108911, -1.173267, 1.550316, 2.799439, 0.175934, 0.853359, 0.199350
0.118812, -1.143564, 1.583231, 2.768334, 0.164246, 0.833746, 0.199546
0.128713, -1.113861, 1.610693, 2.737229, 0.150000, 0.822897, 0.193536
0.138614, -1.084158, 1.632165, 2.706124, 0.132237, 0.822749, 0.180342
0.148515, -1.054455, 1.647291, 2.675019, 0.110326, 0.834485, 0.159413
0.158416, -1.024752, 1.655913, 2.643915, 0.084068, 0.858346, 0.130704
0.168317, -0.995050, 1.658074, 2.612810, 0.053696, 0.893647, 0.094671
0.178218, -0.965347, 1.654015, 2.581705, 0.019779, 0.938967, 0.052163
0.188119, -0.935644, 1.644168, 2.550600, -0.016912, 0.992436, 0.004279
0.198020, -0.905941, 1.629144, 2.519495, -0.055542, 1.052005, -0.047765
0.207921, -0.876238, 1.609708, 2.488390, -0.095307, 1.115635, -0.102734
0.217822, -0.846535, 1.586763, 2.457285, -0.135493, 1.181412, -0.159429
0.227723, -0.816832, 1.561311, 2.426180, -0.175498, 1.247597, -0.216715
0.237624, -0.787129, 1.534429, 2.395076, -0.214836, 1.312637, -0.273521
0.247525, -0.757426, 1.507233, 2.363971, -0.253135, 1.375155, -0.328846
0.257426, -0.727723, 1.480839, 2.332866, -0.290116, 1.433940, -0.381754
0.267327, -0.698020, 1.456330, 2.301761, -0.325579, 1.487928, -0.431384
0.277228, -0.668317, 1.434723, 2.270656, -0.359374, 1.536192, -0.476957
0.287129, -0.638614, 1.416931, 2.239551, -0.391385, 1.577935, -0.517795
0.297030, -0.608911, 1.403743, 2.208446, -0.421492, 1.612484, -0.553342
0.306931, -0.579208, 1.395788, 2.177341, -0.449558, 1.639293, -0.583190
0.316832, -0.549505, 1.393524, 2.146237, -0.475403, 1.657945, -0.607102
0.326733, -0.519802, 1.397219, 2.115132, -0.498804, 1.668162, -0.625023
0.336634, -0.490099, 1.406941, 2.084027, -0.519497, 1.669815, -0.637087
0.346535, -0.460396, 1.422560, 2.052922, -0.537205, 1.662937, -0.643607
0.356436, -0.430693, 1.443748, 2.021817, -0.551667, 1.647737, -0.645049
0.366337, -0.400990, 1.469991, 1.990712, -0.562681, 1.624603, -0.642006
0.376238, -0.371287, 1.500607, 1.959607, -0.570145, 1.594113, -0.635157
0.386139, -0.341584, 1.534763, 1.928502, -0.574090, 1.557039, -0.625243
0.396040, -0.311881, 1.571505, 1.897398, -0.574704, 1.514341, -0.613035
0.405941, -0.282178, 1.609787, 1.866293, -0.572344, 1.467170, -0.599330
0.415842, -0.252475, 1.648502, 1.835188, -0.567540, 1.416867, -0.584936
0.425743, -0.222772, 1.686521, 1.804083, -0.560985, 1.364956, -0.570684
0.435644, -0.193069, 1.722726, 1.772978, -0.553526, 1.313135, -0.557427
0.445545, -0.163366, 1.756046, 1.741873, -0.546138, 1.263262, -0.546048
0.455446, -0.133663, 1.785489, 1.710768, -0.539896, 1.217314, -0.537446
0.465347, -0.103960, 1.810178, 1.679663, -0.535928, 1.177308, -0.532513
0.475248, -0.074257, 1.829373, 1.648559, -0.535347, 1.145196, -0.532087
0.485149, -0.044554, 1.842499, 1.617454, -0.539160, 1.122691, -0.536874
0.495050, -0.014851, 1.849162, 1.586349, -0.548177, 1.111089, -0.547360
0.504950, 0.014851, 1.849162, 1.555244, -0.562912, 1.111089, -0.563730
0.514851, 0.044554, 1.842499, 1.524139, -0.583531, 1.122691, -0.585818
0.524752, 0.074257, 1.829373, 1.493034, -0.609849, 1.145196, -0.613109
0.534653, 0.103960, 1.810178, 1.461929, -0.641380, 1.177308, -0.644795
0.544554, 0.133663, 1.785489, 1.430824, -0.677418, 1.217314, -0.679868
0.554455, 0.163366, 1.756046, 1.399719, -0.717125, 1.263262, -0.717214
0.564356, 0.193069, 1.722726, 1.368615, -0.759609, 1.313135, -0.755707
