0, -1.73281e-17, -5.30798e-17, 0.8398, 1.38268e-17, 4.1704e-16, -1.83644e-16, 5.7861e-15, -1.28213e-14, 1.57335e-14, 5.94386e-15, -0.643834, -6.00182e-16, 1.28767, -0.643834, 1.6099e-14, -2.31034e-16, -0.643834, 3.48247e-16, 1.28767, -0.643834, -9.80605e-17, 0,
0.1, -1.71075e-17, 1.64219e-18, 0.901603, -7.39224e-19, 9.76823e-16, 2.7599e-19, 0.309017, -1.70798e-14, -4.85472e-15, 2.80898e-17, -0.532376, -5.21675e-17, 1.06475, -0.532376, 4.54572e-17, 5.24237e-19, -0.532376, -9.75159e-20, 1.06475, -0.532376, -5.78298e-19, 1,
0.2, -6.8601e-17, 3.90111e-19, 0.957357, 3.06565e-19, 7.34447e-15, -1.51458e-18, 0.587785, -4.33607e-14, -2.86153e-14, -1.68721e-18, -0.409407, 5.12438e-18, 0.818814, -0.409407, -2.36301e-18, -3.13057e-17, -0.409407, 7.64173e-17, 0.818814, -0.409407, -6.92623e-17, 2,
0.3, -3.80632e-20, 1.17718e-24, 1.0016, 8.4527e-19, 1.29214e-13, -1.8856e-18, 0.809017, -1.89498e-13, -1.98591e-13, 9.60223e-18, -0.27801, -3.72286e-17, 0.556021, -0.27801, 3.81003e-17, -1.65342e-17, -0.27801, 5.56341e-17, 0.556021, -0.27801, -5.19893e-17, 3,
0.4, 2.15648e-21, 9.49279e-25, 1.03001, -3.83809e-22, 1.10112e-13, 3.6194e-19, 0.951057, -7.1603e-14, -1.00353e-13, 1.59934e-18, -0.141459, -1.13405e-17, 0.282919, -0.141459, 1.08653e-17, 6.31006e-19, -0.141459, -4.47223e-18, 0.282919, -0.141459, 4.06565e-18, 4,
0.5, 1.96735e-20, 1.06955e-22, 1.0398, 2.5688e-23, 3.18532e-13, -2.53189e-19, 1, -3.21408e-13, -5.00562e-13, -5.08463e-20, -0.0200003, 2.54117e-18, 0.0400007, -0.0200003, -2.28748e-18, 1.78765e-19, -0.0200003, -8.93998e-18, 0.0400007, -0.0200003, 9.19138e-18, 5,
0.6, -1.60336e-17, 3.25045e-23, 1.03001, -1.46147e-22, 7.13652e-15, -2.49944e-19, 0.951057, -5.3192e-14, -7.45496e-14, -2.87914e-18, -0.141459, 2.04258e-17, 0.282919, -0.141459, -1.99717e-17, -1.31014e-18, -0.141459, 9.29727e-18, 0.282919, -0.141459, -8.95428e-18, 6,
0.7, -3.5355e-17, 3.76562e-21, 1.0016, -1.14719e-21, 8.54222e-15, 1.07407e-19, 0.809017, -1.5585e-14, -1.63411e-14, -2.77181e-18, -0.27801, 1.01058e-17, 0.556021, -0.27801, -9.82503e-18, 3.17582e-18, -0.27801, -1.15658e-17, 0.556021, -0.27801, 1.10144e-17, 7,
0.8, -4.5138e-16, 2.49744e-19, 0.957357, -4.58052e-18, 5.02235e-14, 7.5119e-18, 0.587785, -2.00379e-13, -1.33754e-13, 1.45643e-17, -0.409407, -2.18208e-17, 0.818814, -0.409407, 1.34289e-17, 9.95579e-18, -0.409407, -1.38936e-17, 0.818814, -0.409407, 4.08698e-18, 8,
0.9, -5.62984e-17, -2.01334e-18, 0.901603, -1.12439e-18, 3.37624e-15, -1.36135e-20, 0.309017, -5.03736e-14, -1.65092e-14, -1.33432e-17, -0.532376, 3.07526e-17, 1.06475, -0.532376, -2.51658e-17, 3.7862e-17, -0.532376, -7.51667e-17, 1.06475, -0.532376, 6.28462e-17, 9,
1, -2.6863e-17, -5.96912e-18, 0.8398, 1.74121e-18, 4.99248e-16, -3.54962e-18, -1.07514e-15, -1.6547e-14, -8.39982e-16, 2.17544e-14, -0.643834, -2.01502e-16, 1.28767, -0.643834, 3.76522e-15, -4.44974e-14, -0.643834, 1.5029e-16, 1.28767, -0.643834, -1.43504e-15, 10,
1.1, -2.14068e-18, -3.48155e-18, 0.777997, 2.21972e-14, 2.89535e-13, -1.38333e-14, -0.309017, -2.77675e-13, 1.01988e-13, -4.07579e-14, -0.7407, 1.96805e-14, 1.4814, -0.7407, -1.39833e-14, -4.43366e-14, -0.7407, 1.73981e-14, 1.4814, -0.7407, 1.98534e-14, 11,
1.2, -7.79911e-15, 2.62037e-14, 0.722243, 6.79257e-15, 8.99181e-14, 1.39119e-14, -0.587785, -8.49164e-14, 3.86827e-14, -7.30357e-14, -0.81997, 7.34061e-14, 1.63994, -0.81997, -7.96188e-14, 2.11223e-13, -0.81997, -2.8053e-13, 1.63994, -0.81997, 2.00902e-13, 12,
1.3, -1.35602e-15, 4.22927e-14, 0.677997, -3.48356e-15, 2.00769e-14, 2.36132e-14, -0.809017, -3.17808e-14, -1.77245e-15, 5.92127e-14, -0.878903, -7.77783e-14, 1.75781, -0.878903, 2.0905e-14, 2.49661e-13, -0.878903, -3.06048e-13, 1.75781, -0.878903, 1.83338e-13, 13,
1.4, -1.43301e-16, 1.89941e-14, 0.649589, -2.74005e-15, 2.42093e-15, 1.02502e-14, -0.951057, -9.95794e-15, -4.0361e-15, 6.58883e-14, -0.915255, -7.88224e-14, 1.83051, -0.915255, 3.82287e-14, 9.01174e-14, -0.915255, -1.07377e-13, 1.83051, -0.915255, 5.73183e-14, 14,
1.5, -1.48056e-17, 9.33091e-16, 0.6398, -1.53245e-16, 1.10411e-16, 4.97275e-16, -1, -1.9582e-14, 1.30302e-16, 1.49839e-13, -0.927545, -1.45582e-14, 1.85509, -0.927545, 9.71577e-14, 1.70862e-13, -0.927545, -1.67548e-14, 1.85509, -0.927545, 1.18282e-13, 15,
1.6, -1.73278e-17, -7.99151e-16, 0.649589, 1.35329e-16, 1.32222e-16, -4.32292e-16, -0.951057, 5.38772e-15, 1.91641e-14, -1.60676e-13, -0.915255, 1.49713e-14, 1.83051, -0.915255, -1.1045e-13, -1.40454e-13, -0.915255, 1.27597e-14, 1.83051, -0.915255, -8.98503e-14, 16,
1.7, -1.54169e-16, -1.22676e-14, 0.677997, 1.84027e-15, 2.95174e-15, -6.91351e-15, -0.809017, 3.01915e-15, 7.08257e-15, -5.34263e-14, -0.878903, 6.49046e-14, 1.75781, -0.878903, -3.60483e-14, -3.81947e-14, -0.878903, 4.66701e-14, 1.75781, -0.878903, -2.31021e-14, 17,
1.8, -1.33685e-15, -2.18165e-14, 0.722243, 1.06372e-15, 2.67974e-14, -1.30695e-14, -0.587785, -1.53966e-14, 2.64926e-14, -1.14736e-13, -0.81997, 1.46868e-13, 1.63994, -0.81997, -9.49412e-14, -2.08544e-14, -0.81997, 3.10288e-14, 1.63994, -0.81997, -4.26115e-15, 18,
1.9, -7.94779e-19, -2.20542e-18, 0.777997, -6.2173e-15, 1.26358e-13, -6.34505e-15, -0.309017, -1.20844e-13, 4.59688e-14, -5.11545e-15, -0.7407, 9.68361e-15, 1.4814, -0.7407, -1.53955e-14, 7.18865e-15, -0.7407, 7.79455e-15, 1.4814, -0.7407, 1.0713e-14, 19,
2, -1.53281e-18, 1.20656e-18, 0.8398, -1.35413e-14, 4.15198e-13, 5.73393e-15, 1.32104e-14, -4.22301e-13, -4.94016e-15, 3.07774e-14, -0.643834, -6.50027e-15, 1.28767, -0.643834, -1.136e-14, 1.53826e-14, -0.643834, -7.63596e-15, 1.28767, -0.643834, 7.76329e-15, 20,
