0.52, -3.28261, -2.09126, 8.70201
0.53, -3.31212, -2.12219, 8.65271
0.54, -3.34046, -2.15279, 8.60255
0.55, -3.36764, -2.18306, 8.55154
0.56, -3.39366, -2.21301, 8.49968
0.57, -3.41852, -2.24263, 8.44698
0.58, -3.44223, -2.27192, 8.39343
0.59, -3.46479, -2.30089, 8.33905
0.6, -3.48619, -2.32954, 8.28384
0.61, -3.50645, -2.35787, 8.22781
0.62, -3.52557, -2.38587, 8.17095
0.63, -3.54354, -2.41356, 8.11328
0.64, -3.56037, -2.44093, 8.05479
0.65, -3.57607, -2.46797, 7.99549
0.66, -3.59063, -2.49471, 7.9354
0.67, -3.60405, -2.52112, 7.8745
0.68, -3.61634, -2.54722, 7.81281
0.69, -3.6275, -2.573, 7.75033
0.7, -3.63753, -2.59847, 7.68707
0.71, -3.64643, -2.62363, 7.62303
0.72, -3.6542, -2.64847, 7.55822
0.73, -3.66084, -2.67301, 7.49264
0.74, -3.66635, -2.69723, 7.4263
0.75, -3.67074, -2.72114, 7.35919
0.76, -3.67401, -2.74474, 7.29134
0.77, -3.67614, -2.76803, 7.22273
0.78, -3.67716, -2.79102, 7.15339
0.79, -3.67705, -2.8137, 7.0833
0.8, -3.67581, -2.83607, 7.01248
0.81, -3.67345, -2.85813, 6.94094
0.82, -3.66996, -2.87989, 6.86867
0.83, -3.66535, -2.90135, 6.79568
0.84, -3.65962, -2.9225, 6.72199
0.85, -3.65276, -2.94335, 6.64758
0.86, -3.64478, -2.96389, 6.57248
0.87, -3.63568, -2.98413, 6.49667
0.88, -3.62546, -3.00408, 6.42018
0.89, -3.61412, -3.02372, 6.343
0.9, -3.60166, -3.04306, 6.26514
0.91, -3.58808, -3.0621, 6.18661
0.92, -3.57339, -3.08084, 6.1074
0.93, -3.55759, -3.09928, 6.02753
0.94, -3.54068, -3.11743, 5.947
0.95, -3.52265, -3.13528, 5.86582
0.96, -3.50352, -3.15283, 5.78399
0.97, -3.48328, -3.17008, 5.70151
0.98, -3.46194, -3.18704, 5.6184
0.99, -3.4395, -3.20371, 5.53465
1, -3.41596, -3.22007, 5.45028
1.01, -3.39132, -3.23615, 5.36528
1.02, -3.36559, -3.25193, 5.27967
1.03, -3.33877, -3.26741, 5.19344
1.04, -3.31086, -3.28261, 5.10661
1.05, -3.28187, -3.29751, 5.01918
1.06, -3.25179, -3.31212, 4.93115
1.07, -3.22064, -3.32644, 4.84253
1.08, -3.18841, -3.34046, 4.75332
1.09, -3.15512, -3.3542, 4.66353
1.1, -3.12075, -3.36764, 4.57317
1.11, -3.08532, -3.3808, 4.48224
1.12, -3.04883, -3.39366, 4.39074
1.13, -3.01128, -3.40624, 4.29868
1.14, -2.97268, -3.41852, 4.20607
1.15, -2.93304, -3.43052, 4.11291
1.16, -2.89234, -3.44223, 4.0192
1.17, -2.85061, -3.45365, 3.92496
1.18, -2.80784, -3.46479, 3.83018
1.19, -2.76404, -3.47563, 3.73487
1.2, -2.71922, -3.48619, 3.63903
1.21, -2.67337, -3.49647, 3.54268
1.22, -2.6265, -3.50645, 3.44581
1.23, -2.57863, -3.51615, 3.34844
1.24, -2.52974, -3.52557, 3.25056
1.25, -2.47985, -3.5347, 3.15218
1.26, -2.42896, -3.54354, 3.0533
1.27, -2.37708, -3.5521, 2.95394
1.28, -2.32421, -3.56037, 2.85409
1.29, -2.27036, -3.56836, 2.75376
1.3, -2.21553, -3.57607, 2.65295
1.31, -2.15973, -3.58349, 2.55168
1.32, -2.10297, -3.59063, 2.44993
1.33, -2.04524, -3.59748, 2.34773
1.34, -1.98655, -3.60405, 2.24507
1.35, -1.92692, -3.61034, 2.14196
1.36, -1.86634, -3.61634, 2.0384
1.37, -1.80483, -3.62206, 1.9344
1.38, -1.74238, -3.6275, 1.82997
1.39, -1.679, -3.63266, 1.72509
1.4, -1.6147, -3.63753, 1.61979
1.41, -1.54949, -3.64212, 1.51407
1.42, -1.48336, -3.64643, 1.40792
1.43, -1.41634, -3.65045, 1.30136
1.44, -1.34842, -3.6542, 1.19439
1.45, -1.2796, -3.65766, 1.08702
1.46, -1.2099, -3.66084, 0.979236
1.47, -1.13932, -3.66374, 0.871058
1.48, -1.06787, -3.66635, 0.762486
1.49, -0.995552, -3.66869, 0.653524
1.5, -0.922374, -3.67074, 0.544178
1.51, -0.848341, -3.67252, 0.43445
1.52, -0.77346, -3.67401, 0.324345
1.53, -0.697738, -3.67522, 0.213868
1.54, -0.621181, -3.67614, 0.103022
1.55, -0.543795, -3.67679, 0
1.56, -0.465587, -3.67716, 0.0995132
1.57, -0.386563, -3.67724, 0.197558
1.58, -0.306729, -3.67705, 0.294147
1.59, -0.226092, -3.67657, 0.389297
1.6, -0.144658, -3.67581, 0.483019
1.61, -0.0624345, -3.67477, 0.575328
1.62, 0.020573, -3.67345, 0.666236
1.63, 0.104358, -3.67184, 0.755756
1.64, 0.188913, -3.66996, 0.843901
1.65, 0.274233, -3.6678, 0.930682
1.66, 0.36031, -3.66535, 1.01611
1.67, 0.447139, -3.66262, 1.1002
1.68, 0.534713, -3.65962, 1.18296
1.69, 0.623025, -3.65633, 1.2644
1.7, 0.712069, -3.65276, 1.34454
1.71, 0.801838, -3.64891, 1.42338
1.72, 0.892325, -3.64478, 1.50093
1.73, 0.983526, -3.64037, 1.5772
1.74, 1.07543, -3.63568, 1.65221
1.75, 1.16804, -3.63071, 1.72596
1.76, 1.26134, -3.62546, 1.79846
1.77, 1.35532, -3.61993, 1.86972
1.78, 1.44999, -3.61412, 1.93975
1.79, 1.54532, -3.60803, 2.00856
1.8, 1.64133, -3.60166, 2.07616
1.81, 1.738, -3.59501, 2.14255
1.82, 1.83532, -3.58808, 2.20774
1.83, 1.93329, -3.58088, 2.27175
1.84, 2.0319, -3.57339, 2.33457
1.85, 2.13115, -3.56563, 2.39621
1.86, 2.23103, -3.55759, 2.45669
1.87, 2.33153, -3.54927, 2.51601
1.88, 2.43264, -3.54068, 2.57418
1.89, 2.53437, -3.5318, 2.6312
1.9, 2.6367, -3.52265, 2.68707
1.91, 2.73963, -3.51322, 2.74182
1.92, 2.84316, -3.50352, 2.79543
1.93, 2.94727, -3.49354, 2.84793
1.94, 3.05195, -3.48328, 2.89931
1.95, 3.15722, -3.47275, 2.94958
1.96, 3.26305, -3.46194, 2.99874
1.97, 3.36944, -3.45086, 3.0468
1.98, 3.47639, -3.4395, 3.09378
1.99, 3.58389, -3.42786, 3.13966
2, 3.69193, -3.41596, 3.18446
2.01, 3.80051, -3.40377, 3.22818
2.02, 3.90963, -3.39132, 3.27082
2.03, 4.01927, -3.37859, 3.3124
2.04, 4.12943, -3.36559, 3.35291
2.05, 4.24011, -3.35232, 3.39236
2.06, 4.3513, -3.33877, 3.43075
2.07, 4.46299, -3.32495, 3.46809
2.08, 4.57518, -3.31086, 3.50438
2.09, 4.68786, -3.2965, 3.53962
2.1, 4.80103, -3.28187, 3.57383
2.11, 4.91468, -3.26697, 3.607
2.12, 5.02881, -3.25179, 3.63913
2.13, 5.14341, -3.23635, 3.67023
2.14, 5.25847, -3.22064, 3.7003
2.15, 5.374, -3.20466, 3.72935
2.16, 5.48998, -3.18841, 3.75738
2.17, 5.60641, -3.1719, 3.78439
2.18, 5.72329, -3.15512, 3.81038
2.19, 5.8406, -3.13807, 3.83536
2.2, 5.95835, -3.12075, 3.85933
2.21, 6.07653, -3.10317, 3.88229
2.22, 6.19513, -3.08532, 3.90424
2.23, 6.31415, -3.06721, 3.92519
2.24, 6.43358, -3.04883, 3.94514
2.25, 6.55343, -3.03019, 3.96409
2.26, 6.67368, -3.01128, 3.98204
2.27, 6.79433, -2.99211, 3.99899
2.28, 6.91537, -2.97268, 4.01495
2.29, 7.0368, -2.95299, 4.02991
2.3, 7.15862, -2.93304, 4.04389
2.31, 7.28082, -2.91282, 4.05687
2.32, 7.4034, -2.89234, 4.06887
2.33, 7.52635, -2.87161, 4.07988
2.34, 7.64966, -2.85061, 4.0899
2.35, 7.77334, -2.82936, 4.09893
2.36, 7.89737, -2.80784, 4.10698
2.37, 8.02176, -2.78607, 4.11405
2.38, 8.1465, -2.76404, 4.12013
2.39, 8.27158, -2.74176, 4.12524
2.4, 8.397, -2.71922, 4.12935
2.41, 8.52276, -2.69642, 4.13249
2.42, 8.64885, -2.67337, 4.13465
2.43, 8.77527, -2.65006, 4.13582
2.44, 8.90201, -2.6265, 4.13602
2.45, 9.02908, -2.60269, 4.13523
2.46, 9.15646, -2.57863, 4.13346
2.47, 9.28415, -2.55431, 4.13071
2.48, 9.41214, -2.52974, 4.12699
2.49, 9.54045, -2.50492, 4.12228
2.5, 9.66905, -2.47985, 4.11659
2.51, 9.79795, -2.45453, 4.10992
2.52, 9.92714, -2.42896, 4.10227
2.53, 10.0566, -2.40315, 4.09365
2.54, 10.1864, -2.37708, 4.08405
2.55, 10.3164, -2.35077, 4.07347
2.56, 10.4467, -2.32421, 4.06192
2.57, 10.5773, -2.29741, 4.0494
2.58, 10.7082, -2.27036, 4.0359
2.59, 10.8393, -2.24307, 4.02143
2.6, 10.9707, -2.21553, 4.00599
2.61, 11.1024, -2.18775, 3.98958
2.62, 11.2343, -2.15973, 3.97221
2.63, 11.3665, -2.13147, 3.95387
2.64, 11.4989, -2.10297, 3.93457
2.65, 11.6316, -2.07422, 3.9143
2.66, 11.7645, -2.04524, 3.89308
2.67, 11.8976, -2.01601, 3.8709
2.68, 12.031, -1.98655, 3.84776
2.69, 12.1646, -1.95686, 3.82367
2.7, 12.2985, -1.92692, 3.79863
2.71, 12.4326, -1.89675, 3.77265
2.72, 12.5669, -1.86634, 3.74571
2.73, 12.7014, -1.8357, 3.71783
2.74, 12.8361, -1.80483, 3.68902
2.75, 12.9711, -1.77372, 3.65926
2.76, 13.1062, -1.74238, 3.62857
2.77, 13.2416, -1.7108, 3.59694
2.78, 13.3772, -1.679, 3.56439
2.79, 13.513, -1.64696, 3.53091
2.8, 13.649, -1.6147, 3.4965
2.81, 13.7852, -1.58221, 3.46118
2.82, 13.9216, -1.54949, 3.42494
2.83, 14.0582, -1.51654, 3.38779
2.84, 14.1949, -1.48337, 3.34972
2.85, 14.3319, -1.44996, 3.31075
2.86, 14.4691, -1.41634, 3.27087
2.87, 14.6064, -1.38249, 3.2301
2.88, 14.7439, -1.34842, 3.18843
2.89, 14.8816, -1.31412, 3.14587
2.9, 15, -1.2796, 3.10241
2.91, 14.8768, -1.24486, 3.05808
2.92, 14.7554, -1.2099, 3.01286
2.93, 14.636, -1.17472, 2.96677
2.94, 14.5183, -1.13932, 2.9198
2.95, 14.4024, -1.10371, 2.87197
2.96, 14.2884, -1.06787, 2.82327
2.97, 14.1761, -1.03182, 2.77371
2.98, 14.0655, -0.995552, 2.72329
2.99, 13.9567, -0.95907, 2.67202
3, 13.8495, -0.922374, 2.61991
3.01, 13.7441, -0.885464, 2.56695
3.02, 13.6403, -0.848341, 2.51315
3.03, 13.5382, -0.811006, 2.45852
3.04, 13.4378, -0.77346, 2.40306
3.05, 13.3389, -0.735704, 2.34678
3.06, 13.2417, -0.697738, 2.28967
3.07, 13.146, -0.659564, 2.23175
3.08, 13.0519, -0.621181, 2.17302
3.09, 12.9594, -0.582591, 2.11348
3.1, 12.8685, -0.543795, 2.05314
3.11, 12.779, -0.504793, 1.99201
3.12, 12.6911, -0.465587, 1.93008
3.13, 12.6047, -0.426176, 1.86736
3.14, 12.5198, -0.386563, 1.80387
3.15, 12.4363, -0.346746, 1.73959
3.16, 12.3543, -0.306729, 1.67455
3.17, 12.2738, -0.26651, 1.60874
3.18, 12.1947, -0.226092, 1.54216
3.19, 12.1171, -0.185474, 1.47483
3.2, 12.0409, -0.144658, 1.40675
3.21, 11.966, -0.103645, 1.33792
3.22, 11.8926, -0.0624346, 1.26835
3.23, 11.8206, -0.0210284, 1.19804
3.24, 11.7499, 0.0205729, 1.127
3.25, 11.6807, 0.0623685, 1.05524
3.26, 11.6127, 0.104358, 0.982754
3.27, 11.5462, 0.146539, 0.909553
3.28, 11.481, 0.188913, 0.835641
3.29, 11.4171, 0.231478, 0.761024
3.3, 11.3545, 0.274233, 0.685707
3.31, 11.2932, 0.317177, 0.609696
3.32, 11.2333, 0.36031, 0.532995
3.33, 11.1747, 0.403631, 0.455609
3.34, 11.1173, 0.447139, 0.377545
3.35, 11.0613, 0.490833, 0.298807
3.36, 11.0065, 0.534713, 0.219401
3.37, 10.953, 0.578777, 0.139332
3.38, 10.9007, 0.623025, 0.0586045
3.39, 10.8497, 0.667456, 0
3.4, 10.8, 0.712068, 0.0729096
3.41, 10.7515, 0.756863, 0.144577
3.42, 10.7043, 0.801837, 0.215011
3.43, 10.6582, 0.846992, 0.28422
3.44, 10.6134, 0.892325, 0.352213
3.45, 10.5699, 0.937837, 0.418997
3.46, 10.5275, 0.983526, 0.484582
3.47, 10.4864, 1.02939, 0.548975
3.48, 10.4465, 1.07543, 0.612183
3.49, 10.4077, 1.12165, 0.674214
3.5, 10.3702, 1.16804, 0.735075
3.51, 10.3339, 1.2146, 0.794773
3.52, 10.2987, 1.26134, 0.853316
3.53, 10.2648, 1.30824, 0.910709
3.54, 10.232, 1.35532, 0.966961
3.55, 10.2004, 1.40257, 1.02208
3.56, 10.1699, 1.44999, 1.07606
3.57, 10.1407, 1.49757, 1.12892
3.58, 10.1126, 1.54532, 1.18067
3.59, 10.0856, 1.59325, 1.2313
3.6, 10.0599, 1.64133, 1.28082
3.61, 10.0353, 1.68958, 1.32925
3.62, 10.0118, 1.738, 1.37658
3.63, 9.98948, 1.78658, 1.42282
3.64, 9.96831, 1.83532, 1.46797
3.65, 9.9483, 1.88422, 1.51204
3.66, 9.92942, 1.93329, 1.55504
3.67, 9.91169, 1.98252, 1.59696
3.68, 9.8951, 2.0319, 1.63782
3.69, 9.87964, 2.08145, 1.67762
3.7, 9.86533, 2.13115, 1.71636
3.71, 9.85214, 2.18101, 1.75404
3.72, 9.84009, 2.23103, 1.79068
3.73, 9.82917, 2.2812, 1.82627
3.74, 9.81938, 2.33153, 1.86081
3.75, 9.81072, 2.38201, 1.89432
3.76, 9.80319, 2.43264, 1.92679
3.77, 9.79679, 2.48343, 1.95823
3.78, 9.79151, 2.53437, 1.98864
3.79, 9.78736, 2.58546, 2.01802
3.8, 9.78434, 2.6367, 2.04639
3.81, 9.78244, 2.68809, 2.07373
3.82, 9.78166, 2.73963, 2.10005
3.83, 9.78201, 2.79132, 2.12536
3.84, 9.78349, 2.84316, 2.14966
3.85, 9.78609, 2.89514, 2.17295
3.86, 9.78981, 2.94727, 2.19524
3.87, 9.79466, 2.99954, 2.21651
3.88, 9.80063, 3.05195, 2.23679
3.89, 9.80773, 3.10451, 2.25607
3.9, 9.81594, 3.15722, 2.27434
3.91, 9.82528, 3.21006, 2.29162
3.92, 9.83574, 3.26305, 2.30791
3.93, 9.84732, 3.31617, 2.3232
3.94, 9.86001, 3.36944, 2.3375
3.95, 9.87382, 3.42285, 2.3508
3.96, 9.88875, 3.47639, 2.36312
3.97, 9.90478, 3.53007, 2.37446
3.98, 9.92193, 3.58389, 2.3848
3.99, 9.94019, 3.63784, 2.39416
4, 9.95956, 3.69193, 2.40253
4.01, 9.98003, 3.74616, 2.40992
4.02, 10.0016, 3.80051, 2.41633
4.03, 10.0243, 3.855, 2.42175
4.04, 10.0481, 3.90963, 2.42619
4.05, 10.0729, 3.96438, 2.42965
4.06, 10.0989, 4.01927, 2.43213
4.07, 10.1259, 4.07429, 2.43363
4.08, 10.1541, 4.12943, 2.43414
4.09, 10.1833, 4.18471, 2.43368
4.1, 10.2136, 4.24011, 2.43223
4.11, 10.245, 4.29564, 2.4298
4.12, 10.2774, 4.3513, 2.4264
4.13, 10.311, 4.40708, 2.42201
4.14, 10.3455, 4.46299, 2.41664
4.15, 10.3812, 4.51902, 2.41029
4.16, 10.4179, 4.57518, 2.40297
4.17, 10.4557, 4.63146, 2.39466
4.18, 10.4945, 4.68786, 2.38538
4.19, 10.5344, 4.74438, 2.37513
4.2, 10.5753, 4.80103, 2.36389
4.21, 10.6172, 4.8578, 2.35169
4.22, 10.6602, 4.91468, 2.33851
4.23, 10.7042, 4.97169, 2.32436
4.24, 10.7493, 5.02881, 2.30924
4.25, 10.7953, 5.08605, 2.29315
4.26, 10.8424, 5.14341, 2.27609
4.27, 10.8905, 5.20088, 2.25807
4.28, 10.9396, 5.25847, 2.23908
4.29, 10.9897, 5.31618, 2.21913
4.3, 11.0408, 5.374, 2.19822
4.31, 11.0929, 5.43193, 2.17636
4.32, 11.146, 5.48998, 2.15353
4.33, 11.2, 5.54814, 2.12976
4.34, 11.2551, 5.60641, 2.10503
4.35, 11.3111, 5.66479, 2.07935
4.36, 11.3681, 5.72329, 2.05273
4.37, 11.426, 5.78189, 2.02516
4.38, 11.4849, 5.8406, 1.99665
4.39, 11.5447, 5.89942, 1.9672
4.4, 11.6055, 5.95835, 1.93681
4.41, 11.6672, 6.01738, 1.90549
4.42, 11.7298, 6.07653, 1.87324
4.43, 11.7934, 6.13577, 1.84007
4.44, 11.8579, 6.19513, 1.80596
4.45, 11.9233, 6.25459, 1.77094
4.46, 11.9896, 6.31415, 1.735
4.47, 12.0568, 6.37382, 1.69814
4.48, 12.125, 6.43358, 1.66038
4.49, 12.194, 6.49346, 1.6217
4.5, 12.2638, 6.55343, 1.58212
4.51, 12.3346, 6.6135, 1.54164
4.52, 12.4062, 6.67368, 1.50027
4.53, 12.4787, 6.73395, 1.458
4.54, 12.5521, 6.79433, 1.41483
4.55, 12.6263, 6.8548, 1.37079
4.56, 12.7014, 6.91537, 1.32586
4.57, 12.7773, 6.97604, 1.28005
4.58, 12.854, 7.0368, 1.23337
4.59, 12.9316, 7.09767, 1.18582
4.6, 13.01, 7.15862, 1.1374
4.61, 13.0892, 7.21968, 1.08813
4.62, 13.1692, 7.28082, 1.03799
4.63, 13.25, 7.34206, 0.987002
4.64, 13.3316, 7.4034, 0.935164
4.65, 13.414, 7.46483, 0.882482
4.66, 13.4971, 7.52635, 0.828959
4.67, 13.5811, 7.58796, 0.774602
4.68, 13.6658, 7.64966, 0.719413
4.69, 13.7513, 7.71145, 0.663398
4.7, 13.8375, 7.77334, 0.606561
4.71, 13.9245, 7.83531, 0.548907
4.72, 14.0122, 7.89737, 0.49044
4.73, 14.1007, 7.95952, 0.431166
4.74, 14.1899, 8.02176, 0.371089
4.75, 14.2798, 8.08408, 0.310214
4.76, 14.3705, 8.1465, 0.248545
4.77, 14.4618, 8.20899, 0.186088
4.78, 14.5539, 8.27158, 0.122848
4.79, 14.6466, 8.33425, 0.0588288
4.8, 14.7401, 8.397, 0
4.81, 14.8342, 8.45984, 0.0580845
4.82, 14.929, 8.52276, 0.115023
4.83, 15, 8.58576, 0.170821
4.84, 14.9145, 8.64885, 0.225486
4.85, 14.8305, 8.71202, 0.279023
4.86, 14.748, 8.77527, 0.331439
4.87, 14.6669, 8.8386, 0.38274
4.88, 14.5873, 8.90201, 0.432931
4.89, 14.5091, 8.96551, 0.482017
4.9, 14.4323, 9.02908, 0.530005
4.91, 14.357, 9.09273, 0.576899
4.92, 14.283, 9.15646, 0.622705
4.93, 14.2105, 9.22026, 0.667428
4.94, 14.1393, 9.28415, 0.711071
4.95, 14.0695, 9.34811, 0.753641
4.96, 14.0011, 9.41214, 0.795142
4.97, 13.934, 9.47626, 0.835577
4.98, 13.8683, 9.54045, 0.874952
4.99, 13.8039, 9.60471, 0.913271
5, 13.7408, 9.66905, 0.950537
5.01, 13.6791, 9.73346, 0.986754
5.02, 13.6186, 9.79795, 1.02193
5.03, 13.5595, 9.86251, 1.05606
5.04, 13.5017, 9.92714, 1.08915
5.05, 13.4451, 9.99184, 1.12121
5.06, 13.3899, 10.0566, 1.15224
5.07, 13.3359, 10.1215, 1.18224
5.08, 13.2832, 10.1864, 1.21122
5.09, 13.2317, 10.2514, 1.23918
5.1, 13.1815, 10.3164, 1.26612
5.11, 13.1325, 10.3816, 1.29204
5.12, 13.0848, 10.4467, 1.31694
5.13, 13.0383, 10.512, 1.34084
5.14, 12.9931, 10.5773, 1.36373
5.15, 12.949, 10.6427, 1.38561
5.16, 12.9062, 10.7082, 1.40649
5.17, 12.8646, 10.7737, 1.42637
5.18, 12.8243, 10.8393, 1.44525
5.19, 12.7851, 10.905, 1.46313
5.2, 12.7471, 10.9707, 1.48001
5.21, 12.7103, 11.0365, 1.4959
5.22, 12.6747, 11.1024, 1.51079
5.23, 12.6403, 11.1683, 1.5247
5.24, 12.6071, 11.2343, 1.53761
5.25, 12.575, 11.3004, 1.54954
5.26, 12.5441, 11.3665, 1.56048
5.27, 12.5144, 11.4327, 1.57043
5.28, 12.4859, 11.4989, 1.5794
5.29, 12.4585, 11.5652, 1.58738
5.3, 12.4323, 11.6316, 1.59438
5.31, 12.4073, 11.698, 1.60039
5.32, 12.3834, 11.7645, 1.60542
5.33, 12.3606, 11.831, 1.60947
5.34, 12.339, 11.8976, 1.61254
5.35, 12.3186, 11.9643, 1.61463
5.36, 12.2993, 12.031, 1.61574
5.37, 12.2811, 12.0978, 1.61586
5.38, 12.2641, 12.1646, 1.61501
5.39, 12.2482, 12.2315, 1.61317
5.4, 12.2334, 12.2985, 1.61035
5.41, 12.2198, 12.3655, 1.60655
5.42, 12.2073, 12.4326, 1.60178
5.43, 12.196, 12.4997, 1.59602
5.44, 12.1858, 12.5669, 1.58928
5.45, 12.1767, 12.6341, 1.58157
5.46, 12.1687, 12.7014, 1.57287
5.47, 12.1619, 12.7687, 1.56321
5.48, 12.1562, 12.8361, 1.55256
5.49, 12.1516, 12.9036, 1.54094
5.5, 12.1482, 12.9711, 1.52835
5.51, 12.1459, 13.0386, 1.51478
5.52, 12.1447, 13.1062, 1.50024
5.53, 12.1446, 13.1739, 1.48474
5.54, 12.1456, 13.2416, 1.46826
5.55, 12.1478, 13.3094, 1.45082
5.56, 12.1511, 13.3772, 1.43241
5.57, 12.1555, 13.4451, 1.41304
5.58, 12.1611, 13.513, 1.39271
5.59, 12.1677, 13.581, 1.37142
5.6, 12.1755, 13.649, 1.34917
5.61, 12.1845, 13.7171, 1.32597
5.62, 12.1945, 13.7852, 1.30181
5.63, 12.2056, 13.8534, 1.27671
5.64, 12.2179, 13.9216, 1.25065
5.65, 12.2313, 13.9899, 1.22365
5.66, 12.2458, 14.0582, 1.19571
5.67, 12.2614, 14.1265, 1.16682
5.68, 12.2782, 14.1949, 1.137
5.69, 12.296, 14.2634, 1.10624
5.7, 12.3149, 14.3319, 1.07455
5.71, 12.335, 14.4005, 1.04194
5.72, 12.3562, 14.4691, 1.00839
5.73, 12.3784, 14.5377, 0.973922
5.74, 12.4018, 14.6064, 0.938534
5.75, 12.4262, 14.6751, 0.902228
5.76, 12.4518, 14.7439, 0.86501
5.77, 12.4784, 14.8127, 0.826881
5.78, 12.5061, 14.8816, 0.787846
5.79, 12.535, 14.9505, 0.747908
5.8, 12.5649, 15, 0.70707
5.81, 12.5958, 14.9382, 0.665336
5.82, 12.6279, 14.8768, 0.622711
5.83, 12.661, 14.8159, 0.579197
5.84, 12.6952, 14.7554, 0.534799
5.85, 12.7304, 14.6955, 0.48952
5.86, 12.7668, 14.636, 0.443365
5.87, 12.8041, 14.5769, 0.396338
5.88, 12.8425, 14.5183, 0.348442
5.89, 12.882, 14.4601, 0.299682
5.9, 12.9225, 14.4024, 0.250062
5.91, 12.9641, 14.3452, 0.199586
5.92, 13.0067, 14.2884, 0.148258
5.93, 13.0503, 14.232, 0.096084
5.94, 13.095, 14.1761, 0.0430669
5.95, 13.1407, 14.1206, 0
5.96, 13.1874, 14.0655, 0.0482964
5.97, 13.2351, 14.0109, 0.0954977
5.98, 13.2838, 13.9567, 0.141609
5.99, 13.3335, 13.9029, 0.186636
6, 13.3842, 13.8495, 0.230583
6.01, 13.4359, 13.7966, 0.273454
6.02, 13.4886, 13.7441, 0.315255
6.03, 13.5423, 13.692, 0.35599
6.04, 13.597, 13.6403, 0.395663
6.05, 13.6526, 13.5891, 0.434278
6.06, 13.7092, 13.5382, 0.47184
6.07, 13.7668, 13.4878, 0.508352
6.08, 13.8253, 13.4378, 0.543818
6.09, 13.8848, 13.3881, 0.578242
6.1, 13.9452, 13.3389, 0.611628
6.11, 14.0066, 13.2901, 0.643979
6.12, 14.0689, 13.2417, 0.675298
6.13, 14.1321, 13.1937, 0.705589
6.14, 14.1963, 13.146, 0.734854
6.15, 14.2613, 13.0988, 0.763097
6.16, 14.3273, 13.0519, 0.79032
6.17, 14.3942, 13.0055, 0.816527
6.18, 14.4619, 12.9594, 0.84172
6.19, 14.5306, 12.9137, 0.865901
6.2, 14.6002, 12.8685, 0.889073
6.21, 14.6706, 12.8235, 0.911239
6.22, 14.7419, 12.779, 0.9324
6.23, 14.8141, 12.7349, 0.952559
6.24, 14.8871, 12.6911, 0.971717
6.25, 14.961, 12.6477, 0.989877
6.26, 15, 12.6047, 1.00704
6.27, 14.933, 12.562, 1.02321
6.28, 14.8674, 12.5198, 1.03838
6.29, 14.8031, 12.4778, 1.05257
6.3, 14.7402, 12.4363, 1.06576
6.31, 14.6785, 12.3951, 1.07796
6.32, 14.6182, 12.3543, 1.08918
6.33, 14.5591, 12.3139, 1.09941
6.34, 14.5014, 12.2738, 1.10865
6.35, 14.445, 12.2341, 1.11691
6.36, 14.3898, 12.1947, 1.12419
6.37, 14.3359, 12.1557, 1.13048
6.38, 14.2833, 12.1171, 1.13579
6.39, 14.2319, 12.0788, 1.14011
6.4, 14.1818, 12.0409, 1.14346
