0, -1.1218e-12, 1.52153e-13, -1.25, -1.20103, 3.35619, -0.963028, -10.4604, -0.805951, 8.79096, -24.5108, -15.2138, 13.3711, 39.6964, -19.5696, -2.61678, 0.84032, -1.06206, 1.82233, -3.76021, -1.77263, -4.52494, 0,
0.1, -2.61952e-19, 1.63753e-18, -1.12639, -3.23178, -1.60219e-08, -3.119e-09, 3.54079, -1.35498e-08, -9.10119e-09, 3.20625, -1.87593, 0.0267591, 3.39908, -1.52325, 0.00803801, 3.20625, 1.87593, -0.0267591, -3.39908, 1.52325, -0.00803801, 1,
0.2, 2.22192e-14, 3.07976e-13, -1.01489, -3.14071, -6.95177e-06, -4.44648e-06, 3.72849, -3.3261e-06, -7.55218e-06, 2.38715, -1.57081, 0.753558, 3.17137, -1.60057, 6.59446e-06, 2.38714, 1.5708, -0.753566, -3.17137, 1.60057, -6.59351e-06, 2,
0.3, 1.53725e-13, -5.38048e-13, -0.926393, -2.77981, 0.00123645, 0.00166647, 3.58882, 0.000394142, 0.0020373, 2.9232, 0.572564, 0.261129, 3.37405, -3.96064, -0.217616, 2.92139, -0.574402, -0.255891, -3.37511, 3.9665, 0.215242, 3,
0.4, 4.96608e-15, 1.04511e-14, -0.869577, -3.64276, 2.71875e-05, -3.7862e-06, 4.59382, 6.97579e-06, 2.65487e-05, 3.28457, -4.1204, -0.423756, 9.78665, -5.62413, -0.2315, 3.28458, 4.12045, 0.423756, -9.78665, 5.62414, 0.231503, 4,
0.5, -2.16949e-14, -4.08832e-14, -0.85, 2.58534, -0.00690566, -0.0080775, -1.58534, 0.00797624, -0.00702238, -2.99078, -4.17194, -0.464559, 9.83737, -5.61901, -0.24312, -3.01543, 4.14412, 0.498007, -9.83129, 5.62847, 0.249486, 5,
0.6, 1.39491e-14, 2.93601e-14, -0.869577, -3.64276, 7.82991e-05, -1.08491e-05, 4.59382, 2.00354e-05, 7.64659e-05, 3.28457, -4.12036, -0.423756, 9.78665, -5.62413, -0.231497, 3.28458, 4.12049, 0.423756, -9.78665, 5.62414, 0.231506, 6,
0.7, 1.53725e-13, -5.38048e-13, -0.926393, -2.77981, 0.00123645, 0.00166647, 3.58882, 0.000394142, 0.0020373, 2.9232, 0.572564, 0.261129, 3.37405, -3.96064, -0.217616, 2.92139, -0.574402, -0.255891, -3.37511, 3.9665, 0.215242, 7,
0.8, -2.89013e-14, -4.88575e-13, -1.01489, -3.14071, 3.46639e-06, 2.21718e-06, 3.72849, 1.6585e-06, 3.76579e-06, 2.38714, -1.5708, 0.753564, 3.17137, -1.60057, 6.59365e-06, 2.38715, 1.57081, -0.75356, -3.17137, 1.60057, -6.59407e-06, 8,
0.9, -2.70767e-19, 1.41537e-18, -1.12639, -3.23178, -1.60242e-08, -3.119e-09, 3.54079, -1.35519e-08, -9.10208e-09, 3.20625, -1.87593, 0.0267591, 3.39908, -1.52325, 0.00803801, 3.20625, 1.87593, -0.0267591, -3.39908, 1.52325, -0.00803801, 9,
1, -1.13551e-12, 1.55285e-13, -1.25, -1.2009, 3.35649, -0.963307, -10.4602, -0.806032, 8.79044, -24.5109, -15.214, 13.3711, 39.6964, -19.5697, -2.61691, 0.84011, -1.06238, 1.82238, -3.76005, -1.77274, -4.52499, 10,
1.1, -4.34986e-17, -1.18304e-17, -1.37361, 3.54806, 1.77634e-06, -2.77663e-07, -3.85708, 1.15859e-06, -1.37482e-06, -3.4774, 2.22837, 0.0891917, -3.93634, 1.7099, 0.0544673, -3.4774, -2.22836, -0.0891889, 3.93634, -1.7099, -0.0544673, 11,
1.2, 1.69944e-19, -3.8347e-19, -1.48511, 3.08204, 1.55803e-07, -1.03428e-07, -3.66983, 8.24374e-08, -1.67857e-07, 0.0613205, 1.0947, 3.14359, -4.1551, 2.10821, 0.000913452, 0.0613202, -1.0947, -3.14359, 4.1551, -2.10821, -0.000913451, 12,
1.3, 3.59696e-18, 4.65823e-19, -1.57361, 2.27391, -1.60239e-06, 1.4762e-06, -3.08292, -1.68619e-06, 1.37971e-06, 1.27441, 1.19951, 3.57458, -4.45599, 2.54548, 0.152827, 1.27441, -1.1995, -3.57458, 4.45599, -2.54548, -0.152827, 13,
1.4, 2.55502e-15, -1.3049e-14, -1.63042, 2.60754, -0.00329653, 0.00108459, -3.5586, -0.00257475, 0.00232682, 0.636243, 1.06996, 3.25818, -10.8251, 2.46977, 0.0551404, 0.632611, -1.06422, -3.25398, 10.8237, -2.46924, -0.0551878, 14,
1.5, -4.93731e-17, -6.14731e-17, -1.65, 3.12284, -0.000855394, -0.000117197, -4.12284, -0.000573001, 0.000645836, 0.0185223, 5.42802, 3.1419, -8.00964, 4.01203, 6.7637e-05, 0.0188291, -5.42639, -3.14149, 8.00949, -4.01196, -6.76309e-05, 15,
1.6, 1.65043e-15, -8.46499e-15, -1.63042, 2.60753, -0.00215232, 0.000713575, -3.55859, -0.00167889, 0.00152415, 0.635617, 1.06897, 3.25745, -10.8249, 2.46968, 0.0551512, 0.633263, -1.06522, -3.25472, 10.824, -2.46933, -0.0551824, 16,
1.7, 2.06376e-18, 2.31836e-20, -1.57361, 2.27391, -9.54439e-07, 9.19956e-07, -3.08292, -1.00674e-06, 8.6241e-07, 1.27441, 1.19951, 3.57458, -4.45599, 2.54548, 0.152827, 1.27441, -1.19951, -3.57458, 4.45599, -2.54548, -0.152827, 17,
1.8, -8.25816e-20, 2.23146e-19, -1.48511, 3.08204, -9.56453e-08, 6.34194e-08, -3.66983, -5.06445e-08, 1.02981e-07, 0.0613202, 1.0947, 3.14359, -4.1551, 2.10821, 0.000913452, 0.0613205, -1.0947, -3.14359, 4.1551, -2.10821, -0.000913452, 18,
1.9, -6.07552e-17, -1.64958e-17, -1.37361, 3.54806, 2.48061e-06, -3.8946e-07, -3.85708, 1.61682e-06, -1.9212e-06, -3.4774, 2.22837, 0.0891923, -3.93634, 1.7099, 0.0544673, -3.4774, -2.22836, -0.0891884, 3.93634, -1.7099, -0.0544673, 19,
2, 7.38639e-13, -3.21539e-13, -1.25, -1.09802, 2.55827, -1.05458, -9.95209, -1.11542, 9.0671, -23.9564, -15.0226, 13.1034, 39.5545, -19.6848, -2.37829, 0.852276, -0.730913, 2.60412, -4.01312, -1.26649, -4.54788, 20,
2.1, -4.42324e-19, 1.16519e-18, -1.12639, -3.23178, -1.51814e-08, -2.96868e-09, 3.54079, -1.28338e-08, -8.636e-09, 3.20625, -1.87593, 0.0267591, 3.39908, -1.52325, 0.00803801, 3.20625, 1.87593, -0.0267591, -3.39908, 1.52325, -0.00803801, 21,
2.2, 1.67331e-14, 2.31999e-13, -1.01489, -3.14071, -5.23668e-06, -3.34948e-06, 3.72849, -2.50551e-06, -5.68896e-06, 2.38715, -1.57081, 0.753559, 3.17137, -1.60057, 6.59427e-06, 2.38714, 1.5708, -0.753565, -3.17137, 1.60057, -6.59356e-06, 22,
2.3, -1.58409e-13, 5.5444e-13, -0.926393, -2.77981, -0.00139385, -0.00178516, 3.58883, -0.000484727, -0.00221238, 2.92134, 0.574403, 0.255721, 3.37515, -3.96671, -0.215156, 2.92326, -0.572569, -0.261296, -3.37401, 3.96043, 0.217699, 23,
