-2.990000e+00, 1.109878e-03, 1.109878e-03
-2.940000e+00, 1.147581e-03, 1.147776e-03
-2.890000e+00, 1.187230e-03, 1.187648e-03
-2.840000e+00, 1.228962e-03, 1.229634e-03
-2.790000e+00, 1.272923e-03, 1.273885e-03
-2.740000e+00, 1.319276e-03, 1.320568e-03
-2.690000e+00, 1.368196e-03, 1.369863e-03
-2.640000e+00, 1.419875e-03, 1.421969e-03
-2.590000e+00, 1.474523e-03, 1.477105e-03
-2.540000e+00, 1.532372e-03, 1.535509e-03
-2.490000e+00, 1.593674e-03, 1.597444e-03
-2.440000e+00, 1.658709e-03, 1.663202e-03
-2.390000e+00, 1.727784e-03, 1.733102e-03
-2.340000e+00, 1.801239e-03, 1.807501e-03
-2.290000e+00, 1.879450e-03, 1.886792e-03
-2.240000e+00, 1.962833e-03, 1.971414e-03
-2.190000e+00, 2.051852e-03, 2.061856e-03
-2.140000e+00, 2.147022e-03, 2.158662e-03
-2.090000e+00, 2.248920e-03, 2.262443e-03
-2.040000e+00, 2.358188e-03, 2.373887e-03
-1.990000e+00, 2.475550e-03, 2.493766e-03
-1.940000e+00, 2.601818e-03, 2.622951e-03
-1.890000e+00, 2.737908e-03, 2.762431e-03
-1.840000e+00, 2.884854e-03, 2.913328e-03
-1.790000e+00, 3.043832e-03, 3.076923e-03
-1.740000e+00, 3.216176e-03, 3.254679e-03
-1.690000e+00, 3.403411e-03, 3.448276e-03
-1.640000e+00, 3.607280e-03, 3.659652e-03
-1.590000e+00, 3.829787e-03, 3.891051e-03
-1.540000e+00, 4.073242e-03, 4.145078e-03
-1.490000e+00, 4.340319e-03, 4.424779e-03
-1.440000e+00, 4.634127e-03, 4.733728e-03
-1.390000e+00, 4.958290e-03, 5.076142e-03
-1.340000e+00, 5.317059e-03, 5.457026e-03
-1.290000e+00, 5.715439e-03, 5.882353e-03
-1.240000e+00, 6.159353e-03, 6.359300e-03
-1.190000e+00, 6.655842e-03, 6.896552e-03
-1.140000e+00, 7.213330e-03, 7.504690e-03
-1.090000e+00, 7.841940e-03, 8.196721e-03
-1.040000e+00, 8.553915e-03, 8.988764e-03
-9.900000e-01, 9.364151e-03, 9.900990e-03
-9.400000e-01, 1.029088e-02, 1.095890e-02
-8.900000e-01, 1.135655e-02, 1.219512e-02
-8.400000e-01, 1.258901e-02, 1.365188e-02
-7.900000e-01, 1.402299e-02, 1.538462e-02
-7.400000e-01, 1.570207e-02, 1.746725e-02
-6.900000e-01, 1.768125e-02, 2.000000e-02
-6.400000e-01, 2.003021e-02, 2.312139e-02
-5.900000e-01, 2.283749e-02, 2.702703e-02
-5.400000e-01, 2.621547e-02, 3.200000e-02
-4.900000e-01, 3.030592e-02, 3.846154e-02
-4.400000e-01, 3.528503e-02, 4.705882e-02
-3.900000e-01, 4.136480e-02, 5.882353e-02
-3.400000e-01, 4.878421e-02, 7.547170e-02
-2.900000e-01, 5.777609e-02, 1.000000e-01
-2.400000e-01, 6.848458e-02, 1.379310e-01
-1.900000e-01, 8.079698e-02, 2.000000e-01
-1.400000e-01, 9.406663e-02, 3.076923e-01
-9.000000e-02, 1.067966e-01, 5.000000e-01
-4.000000e-02, 1.165792e-01, 8.000000e-01
1.000000e-02, 1.207668e-01, 1.000000e+00
6.000000e-02, 1.178985e-01, 8.000000e-01
1.100000e-01, 1.087705e-01, 5.000000e-01
1.600000e-01, 9.592771e-02, 3.076923e-01
2.100000e-01, 8.211257e-02, 2.000000e-01
2.600000e-01, 6.917923e-02, 1.379310e-01
3.100000e-01, 5.796277e-02, 1.000000e-01
3.600000e-01, 4.862183e-02, 7.547170e-02
4.100000e-01, 4.099142e-02, 5.882353e-02
4.600000e-01, 3.480066e-02, 4.705882e-02
5.100000e-01, 2.977617e-02, 3.846154e-02
5.600000e-01, 2.568051e-02, 3.200000e-02
6.100000e-01, 2.232038e-02, 2.702703e-02
6.600000e-01, 1.954307e-02, 2.312139e-02
7.100000e-01, 1.722951e-02, 2.000000e-02
7.600000e-01, 1.528720e-02, 1.746725e-02
8.100000e-01, 1.364419e-02, 1.538462e-02
8.600000e-01, 1.224429e-02, 1.365188e-02
9.100000e-01, 1.104336e-02, 1.219512e-02
9.600000e-01, 1.000647e-02, 1.095890e-02
1.010000e+00, 9.105808e-03, 9.900990e-03
