-2.900000e+00, 1.109878e-03, 1.109878e-03
-2.700000e+00, 1.273885e-03, 1.273885e-03
-2.500000e+00, 1.477104e-03, 1.477105e-03
-2.300000e+00, 1.733101e-03, 1.733102e-03
-2.100000e+00, 2.061852e-03, 2.061856e-03
-1.900000e+00, 2.493758e-03, 2.493766e-03
-1.700000e+00, 3.076908e-03, 3.076923e-03
-1.500000e+00, 3.891016e-03, 3.891051e-03
-1.300000e+00, 5.076060e-03, 5.076142e-03
-1.100000e+00, 6.896334e-03, 6.896552e-03
-9.000000e-01, 9.900326e-03, 9.900990e-03
-7.000000e-01, 1.538212e-02, 1.538462e-02
-5.000000e-01, 2.701399e-02, 2.702703e-02
-3.000000e-01, 5.870481e-02, 5.882353e-02
-1.000000e-01, 1.968990e-01, 2.000000e-01
1.000000e-01, 8.783951e-01, 1.000000e+00
3.000000e-01, 1.843911e-01, 2.000000e-01
5.000000e-01, 5.764964e-02, 5.882353e-02
7.000000e-01, 2.680043e-02, 2.702703e-02
9.000000e-01, 1.531393e-02, 1.538462e-02
